title,genre,release_year,runtime,rating,vote_count,director,cast1,cast2,cast3,cast4,overview,gross,poster_link,source,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Science Fiction,Sport,Thriller,TV Movie,War,Western,main_genre
Starve Acre,"Drama, Horror",2024,98.0,6.119,42,Daniel Kokotajlo,Matt Smith,Morfydd Clark,Arthur Shaw,Erin Richards,"When their son starts acting strangely, a couple unwittingly allow dark and sinister forces into their home, awakening a long-dormant ancient evil rooted deep in the countryside.",0.0,https://image.tmdb.org/t/p/w500/5j37QHXuNygzEa2X54RMlOb6hj3.jpg,TMDB,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Drama
The Substance,"Drama, Horror, Science Fiction",2024,141.0,7.265,102,Coralie Fargeat,Demi Moore,Margaret Qualley,Dennis Quaid,Edward Hamilton-Clark,"A fading celebrity decides to use a black market drug, a cell-replicating substance that temporarily creates a younger, better version of herself.",-14274190.0,https://image.tmdb.org/t/p/w500/zQc1PITqFxZDbEmHlQgO5Mxc4Od.jpg,TMDB,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Drama
Rebel Moon - Part Two: The Scargiver,"Science Fiction, Action",2024,123.0,6.121,1078,Zack Snyder,Sofia Boutella,Michiel Huisman,Ed Skrein,Djimon Hounsou,"The rebels gear up for battle against the ruthless forces of the Motherworld as unbreakable bonds are forged, heroes emerge — and legends are made.",-83000000.0,https://image.tmdb.org/t/p/w500/95gnJZIk2rEkMO0Ch46x5CVjnms.jpg,TMDB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Science Fiction
After the Pandemic,"Science Fiction, Action",2022,84.0,5.013,77,Richard Lowry,Lelyn Mac,Eve James,Kannon Smith,Juniper Preacher,"Set in a post-apocalyptic world where a global airborne pandemic has wiped out 90% of the Earth's population and only the young and immune have endured as scavengers. For Ellie and Quinn, the daily challenges to stay alive are compounded when they become hunted by the merciless Stalkers.",0.0,https://image.tmdb.org/t/p/w500/p1LbrdJ53dGfEhRopG71akfzOVu.jpg,TMDB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Science Fiction
Hounded,"Horror, Thriller, Action, Mystery, Crime, Drama",2022,94.0,5.372,39,Tommy Boulding,Samantha Bond,Malachi Pullar-Latchman,James Lance,Hannah Traylen,A stately home robbery takes an evil turn one night when a gang of young thieves are caught by the owners of the house and then hunted across the estate for the proprietor's entertainment.,0.0,https://image.tmdb.org/t/p/w500/cdVz9dUv2YvNQil4svLAiUTuY28.jpg,TMDB,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,Horror
57 Seconds,"Thriller, Science Fiction, Action",2023,99.0,6.134,467,Rusty Cundieff,Josh Hutcherson,Morgan Freeman,Greg Germann,Lovie Simone,"When a tech blogger lands an interview with a tech guru and stops an attack on him, he finds a mysterious ring that takes him back 57 seconds into the past.",0.0,https://image.tmdb.org/t/p/w500/dfS5qHWFuXyZQnwYREwb7N4qU5p.jpg,TMDB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Thriller
Blue's Big City Adventure,"Family, Adventure, Music, Animation, Comedy",2022,74.0,7.252,105,Matt Stawski,Joshua Dela Cruz,Steve Burns,Donovan Patton,Traci Paige Johnson,"When Josh gets the opportunity of a lifetime to audition for Rainbow Puppy’s Broadway musical, Josh and Blue skidoo to NYC for the very first time where they meet new friends and discover the magic of music, dance, and following one’s dreams.",0.0,https://image.tmdb.org/t/p/w500/sAYBC3WhhiX25629HLpCvkpGk9q.jpg,TMDB,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Family
A Tale of Two Guns,Western,2022,91.0,6.0,27,Justin Lee,Dendrie Taylor,Jennifer Wenger,Griff Furst,Edward Finlay,"In the lawless West, The Cowboys, a notorious brotherhood of killers and thieves, reigned over the land with brutal fists and fast guns. Fate had finally caught up with them and now the merciless gang has but a single surviving member. When a deputized gunslinger takes up the call to hunt down the last Cowboy, the chase is on and the bullets fly, and only one of these hardened men can survive.",0.0,https://image.tmdb.org/t/p/w500/n9tNNhv4MW1LVNHrwjGagBLeGwp.jpg,TMDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Western
Prizefighter: The Life of Jem Belcher,"History, Drama",2022,106.0,6.298,173,Daniel Graham,Matt Hookings,Ray Winstone,Jodhi May,Marton Csokas,"At the turn of the 19th century, Pugilism was the sport of kings and a gifted young boxer fought his way to becoming champion of England.",-8000000.0,https://image.tmdb.org/t/p/w500/x3PIk93PTbxT88ohfeb26L1VpZw.jpg,TMDB,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,History
The Great Escaper,"History, Drama, War",2023,96.0,6.754,69,Oliver Parker,Michael Caine,Glenda Jackson,John Standing,Will Fletcher,"In the summer of 2014, a World War II veteran sneaks out of his care home to attend the 70th anniversary commemoration of the D-Day landings in Normandy.",0.0,https://image.tmdb.org/t/p/w500/50rOFWgFUsCw3zfwSKXcdglh3Ji.jpg,TMDB,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,History
Fast Charlie,"Action, Crime, Drama",2023,90.0,6.203,133,Phillip Noyce,Pierce Brosnan,Morena Baccarin,James Caan,Gbenga Akinnagbe,"When his aging mob boss is whacked, Charlie Swift, a loyal friend and hired gun, will stop at nothing to destroy the upcoming crew that took him out.",-20000000.0,https://image.tmdb.org/t/p/w500/w0rYX6dDvcz1ASO4MAKPviaAj2x.jpg,TMDB,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Action
The Last Kingdom: Seven Kings Must Die,"Action, Adventure, War",2023,111.0,7.229,661,Edward Bazalgette,Alexander Dreymon,Mark Rowley,Arnas Fedaravičius,Harry Gilby,"In the wake of King Edward's death, Uhtred of Bebbanburg and his comrades adventure across a fractured kingdom in the hopes of uniting England at last.",0.0,https://image.tmdb.org/t/p/w500/qcNDxDzd5OW9wE3c8nWxCBQoBrM.jpg,TMDB,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Action
Hounds of War,"Action, Thriller",2024,94.0,6.208,36,Isaac Florentine,Frank Grillo,Robert Patrick,Rhona Mitra,Leeshon Alexander,"After a mission goes wrong, only one of a group of mercenaries is left alive to avenge his fallen brothers.",0.0,https://image.tmdb.org/t/p/w500/lRBT73EWsiQPuqK3YS3BnBW0Zwi.jpg,TMDB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Action
The Exorcism of Hannah Stevenson,"Fantasy, Horror",2022,75.0,5.875,32,Jason Parker,Hannah Rose,Tom Hogan,Edward Gist,Howard Lewis Morgan,"Hannah and Matt, a young couple on their first holiday together, quickly discover that they may not see eye-to-eye. Feeling as though she let her boyfriend down, Hannah enlists the help of a mysterious gypsy woman, in the hope that the couple's troubles can be overcome. However, when Matt wakes to find his girlfriend has disappeared, the gypsy woman's sinister intentions become all too clear.",0.0,https://image.tmdb.org/t/p/w500/so05qY0sDY0348bRg0tK9tSnnEq.jpg,TMDB,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Fantasy
"Snoopy Presents: It's the Small Things, Charlie Brown","Animation, Family",2022,38.0,7.3,44,Raymond S. Persi,Tyler James Nathan,Terry McGurrin,Hattie Kragten,Rob Tinkler,"Charlie Brown is determined to win the big baseball game. But things turn into a fiasco right before the matchup, when Sally bonds with a little flower on the pitcher’s mound and vows to protect it at all costs.",0.0,https://image.tmdb.org/t/p/w500/iEJGBnZa9PnCXSTrcQGEqK9Y9yr.jpg,TMDB,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Animation
"Snoopy Presents: To Mom (and Dad), With Love",Animation,2022,38.0,7.0,16,Clay Kaytis,Tyler James Nathan,Terry McGurrin,Lexi Perri,Rob Tinkler,"Mother's Day is almost here, and the gang is excited—except Peppermint Patty. For her, it's a reminder that she didn’t grow up with a mom. But good pal Marcie helps Peppermint Patty see that families come in all shapes and sizes.",0.0,https://image.tmdb.org/t/p/w500/sChfCU3PDV3N6nYessVPWeWkUBc.jpg,TMDB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Animation
Reign of Chaos,"Action, Horror, Fantasy",2022,77.0,5.6,38,Becca Hirani,Rebecca Finch,Ray Whelan,Kate Milner Evans,Mark Sears,"When the world is gripped by a plague unleashed by the evil lord Chaos, and humans are turned into rabid creatures, mankind can only be saved by three young women, descendants of a Goddess, with the power to stop Chaos' evil.",-9900.0,https://image.tmdb.org/t/p/w500/nTMmpvR9TyV631tpFr4FtYxG0FC.jpg,TMDB,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Action
The Quantum Devil,"Horror, Science Fiction, Fantasy",2023,90.0,4.25,20,Larry Wade Carrell,Neil Dickson,Tyler Tackett,Ariadna Cabrol,Edward Apeagyei,A team of scientists face dangerous consequences after they conduct a clandestine experiment to breach the quantum barrier and travel to another dimension.,0.0,https://image.tmdb.org/t/p/w500/9OQG9KPo7H1NO17xFo86a95UC3U.jpg,TMDB,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Horror
The Offering,"Drama, Horror",2022,93.0,6.002,310,Oliver Park,Nick Blood,Emm Wiseman,Paul Kaye,Allan Corduner,"In the wake of a young Jewish girl’s disappearance, the son of a Hasidic funeral director returns home with his pregnant wife in hopes of reconciling with his father. Little do they know that directly beneath them in the family morgue, an ancient evil with sinister plans for the unborn child lurks inside a mysterious corpse.",0.0,https://image.tmdb.org/t/p/w500/tbaTFgGIaTL1Uhd0SMob6Dhi5cK.jpg,TMDB,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Drama
Fly Me to the Moon,"Romance, Comedy",2024,132.0,6.947,471,Greg Berlanti,Scarlett Johansson,Channing Tatum,Woody Harrelson,Ray Romano,"Sparks fly in all directions as marketing maven Kelly Jones, brought in to fix NASA's public image, wreaks havoc on Apollo 11 launch director Cole Davis' already difficult task of putting a man on the moon. When the White House deems the mission too important to fail, Jones is directed to stage a fake moon landing as backup, and the countdown truly begins.",-58386703.0,https://image.tmdb.org/t/p/w500/gjk8YdXpItoC1in53FCrZMFIuBx.jpg,TMDB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Romance
Drive-Away Dolls,"Comedy, Crime",2024,85.0,5.5,288,Ethan Coen,Margaret Qualley,Geraldine Viswanathan,Beanie Feldstein,Joey Slotnick,"Jamie, an uninhibited free spirit bemoaning yet another breakup with a girlfriend, and her demure friend Marian desperately needs to loosen up. In search of a fresh start, the two embark on an impromptu road trip to Tallahassee, but things quickly go awry when they cross paths with a group of inept criminals along the way.",-2749469.0,https://image.tmdb.org/t/p/w500/gavGnAMTXPkpoFgG0stwgIgKb64.jpg,TMDB,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
The Passenger,"Horror, Thriller",2023,98.0,6.0,101,Carter Smith,Kyle Gallner,Johnny Berchtold,Liza Weil,Billy Slaughter,"Randolph Bradley is perfectly content fading into the background, but when his coworker Benson snaps and goes on a violent killing spree, he’s forced to face his fears and confront his troubled past in order to find a way to survive.",0.0,https://image.tmdb.org/t/p/w500/sWIwES7kkAGjD6rihy26plmkXHU.jpg,TMDB,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Horror
The Crow,"Action, Fantasy, Horror",2024,111.0,5.452,343,Rupert Sanders,Bill Skarsgård,FKA twigs,Danny Huston,Laura Birn,"Soulmates Eric and Shelly are brutally murdered when the demons of her dark past catch up with them. Given the chance to save his true love by sacrificing himself, Eric sets out to seek merciless revenge on their killers, traversing the worlds of the living and the dead to put the wrong things right.",-36309186.0,https://image.tmdb.org/t/p/w500/58QT4cPJ2u2TqWZkterDq9q4yxQ.jpg,TMDB,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Action
The Kill Room,"Comedy, Crime",2023,98.0,5.966,194,Nicol Paone,Uma Thurman,Joe Manganiello,Samuel L. Jackson,Maya Hawke,"A hitman, his boss, an art dealer and a money-laundering scheme that accidentally turns the assassin into an overnight avant-garde sensation, one that forces her to play the art world against the underworld.",-49523625.0,https://image.tmdb.org/t/p/w500/qKpdy7N6zX05eisopvvviiTwPxb.jpg,TMDB,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
Land of Bad,"Action, War, Thriller",2024,113.0,7.297,1059,William Eubank,Liam Hemsworth,Russell Crowe,Luke Hemsworth,Ricky Whittle,"When a Delta Force special ops mission goes terribly wrong, Air Force drone pilot Reaper has 48 hours to remedy what has devolved into a wild rescue operation. With no weapons and no communication other than the drone above, the ground mission suddenly becomes a full-scale battle when the team is discovered by the enemy.",-11538051.0,https://image.tmdb.org/t/p/w500/h3jYanWMEJq6JJsCopy1h7cT2Hs.jpg,TMDB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Action
4 Horsemen: Apocalypse,"Science Fiction, Horror",2022,86.0,6.033,106,Geoff Meed,Dominique Swain,Arie Thompson,Eric St. John,Eva Ceja,A small team of scientists must race against time to stop what seems to be a cascade of global disasters signaling the possible apocalypse and end of days.,0.0,https://image.tmdb.org/t/p/w500/dt3mo4tArf2llDiht91cnvUtSgT.jpg,TMDB,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Science Fiction
Shooting Stars,"Drama, History",2023,116.0,7.929,133,Chris Robinson,Mookie Cook,Dermot Mulroney,Wood Harris,Caleb McLaughlin,"The inspiring origin story of a basketball superhero, revealing how LeBron James and his childhood friends become the #1 high school team in the country, launching James's breathtaking career as a four-time NBA Champion, two-time Olympic Gold Medalist and the NBA's all-time leading scorer.",-25000000.0,https://image.tmdb.org/t/p/w500/zLQHNW0XVT7IWjUahBlpVSba3sC.jpg,TMDB,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Drama
The Killer,"Action, Thriller, Crime",2024,126.0,6.666,223,John Woo,Nathalie Emmanuel,Omar Sy,Sam Worthington,Diana Silvers,"Zee is a feared contract killer known as ""the Queen of the Dead,"" but when she refuses to murder a young blind woman, she finds herself hunted both by criminal colleagues and a determined police detective.",-30000000.0,https://image.tmdb.org/t/p/w500/6PCnxKZZIVRanWb710pNpYVkCSw.jpg,TMDB,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Action
"2025: Blood, White & Blue","Horror, Action, Comedy",2022,135.0,4.2,4,Josh E. Williams,Grid Margraf,Sheila Ellis,Natasha Dee Davis,Doug Boethin,"Undercover U.S. agent Bill Wilson makes the bust of his career taking down a cartel leader. Hiding the evidence in his home exposes his family to a brutal targeting on the night of the annual Purge, the deadliest night of the year.",0.0,https://image.tmdb.org/t/p/w500/1S9pjiZejBiSVV88qU59ifZ7q0N.jpg,TMDB,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Horror
Greedy People,"Comedy, Mystery, Crime",2024,113.0,6.077,52,Potsy Ponciroli,Himesh Patel,Joseph Gordon-Levitt,Lily James,Uzo Aduba,"The eclectic residents of a small, picturesque island town must navigate a sensational murder and the discovery of a million dollars, leading to a series of increasingly bad decisions which upend the once-peaceful community.",0.0,https://image.tmdb.org/t/p/w500/aIUZiciO0nMh8MrhmsTaMWZvEWK.jpg,TMDB,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Comedy
Descendants: The Rise of Red,"Fantasy, Adventure, Family, Comedy",2024,92.0,6.949,316,Jennifer Phang,Kylie Cantrall,Malia Baker,Ruby Rose Turner,Morgan Dudley,"After the Queen of Hearts incites a coup on Auradon, her rebellious daughter Red and Cinderella's perfectionist daughter Chloe join forces and travel back in time to try to undo the traumatic event that set Red's mother down her villainous path.",0.0,https://image.tmdb.org/t/p/w500/8fYluTtB3b3HKO7KQa5tzrvGaps.jpg,TMDB,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fantasy
Destroy All Neighbors,"Comedy, Horror, Music",2024,86.0,6.389,9,Josh Forbes,Jonah Ray,Kiran Deol,Randee Heller,Pete Ploszek,"William Brown, a neurotic, self-absorbed musician determined to finish his prog-rock magnum opus, faces a creative roadblock in the form of a noisy and grotesque neighbor named Vlad. Finally working up the nerve to demand that Vlad keep it down, William inadvertently decapitates him. But, while attempting to cover up one murder, William’s accidental reign of terror causes victims to pile up and become undead corpses who torment and create more bloody detours on his road to prog-rock Valhalla.",0.0,https://image.tmdb.org/t/p/w500/jIpjUy6ACDk8Fc8GkynLcIAPP49.jpg,TMDB,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Comedy
Totally Killer,"Comedy, Horror, Science Fiction",2023,105.0,6.902,804,Nahnatchka Khan,Kiernan Shipka,Olivia Holt,Troy Leigh-Anne Johnson,Kelcey Mawema,"When the infamous ""Sweet Sixteen Killer"" returns 35 years after his first murder spree to claim another victim, 17-year-old Jamie accidentally travels back in time to 1987, determined to stop the killer before he can start.",0.0,https://image.tmdb.org/t/p/w500/52YBwGJ3cJs54fpBzwnT1lnqgTo.jpg,TMDB,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Comedy
Which Brings Me to You,"Romance, Comedy, Drama",2023,98.0,6.379,99,Peter Hutchings,Lucy Hale,Nat Wolff,John Gallagher Jr.,Britne Oldford,"Two romantic burnouts, Jane and Will, are immediately drawn to each other at a mutual friend’s wedding. After a disastrous hookup in the coatroom, the two spend the next 24 hours together, trading candid confessions of messy histories and heartbreak, on the off chance that this fling might be the real thing.",0.0,https://image.tmdb.org/t/p/w500/gspoAZ5p7G7D83OU9UFOmKICejw.jpg,TMDB,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Romance
On the Line,"Thriller, Drama",2022,104.0,6.1,483,Romuald Boulanger,Mel Gibson,William Moseley,Alia Seror-O'Neill,Paul Spera,A provocative and edgy radio host must play a dangerous game of cat and mouse with a mysterious caller who's kidnapped his family and is threatening to blow up the whole station.,0.0,https://image.tmdb.org/t/p/w500/a14BbSHvLgzCdbDD6tAL8OBVKL1.jpg,TMDB,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Thriller
The Loch Ness Horror,"Horror, Science Fiction",2023,79.0,5.927,41,Tyler-James,Becca Hirani,Tara MacGowran,May Kelly,Howard J. Dave,"A vanished submarine prompts a rescue operation that leads to the Loch Ness monster. Having escaped the Loch, the creature unleashes decades of pent-up aggression on those it encounters.",0.0,https://image.tmdb.org/t/p/w500/fFdG5U2PzhRrHRpbbORQrcAMn8D.jpg,TMDB,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Horror
Due Justice,"Action, Thriller, Crime",2023,98.0,6.277,65,Javier Reyna,Kellan Lutz,Jeff Fahey,Efren Ramirez,Manu Intiraymi,An attorney with a military past hunts down the gang who killed his wife and took his daughter.,0.0,https://image.tmdb.org/t/p/w500/35Uef7fz9ctYbJLXbJBCqvtttEQ.jpg,TMDB,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Action
The Mummy Resurrection,Horror,2023,88.0,6.269,54,Steven Lawson,Carl Wharton,Chris Bell,Marcus Langford,Raven Lee,"When an infamous ""cursed"" Egyptian sarcophagus falls into the hands of unscrupulous huckster Everett Randolph, he becomes obsessed with resurrecting the mummified princess held within it.",0.0,https://image.tmdb.org/t/p/w500/d0pt6KlVvmtG0uhccWjgWfIqJee.jpg,TMDB,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Horror
Reality,"Drama, Thriller",2023,83.0,6.443,360,Tina Satter,Sydney Sweeney,Josh Hamilton,Marchánt Davis,Benny Elledge,"Augusta, Georgia, United States, June 3, 2017. After running some errands, Reality Winner returns home, where she is approached by two men.",0.0,https://image.tmdb.org/t/p/w500/rTEYxSDo9aJTTbM0zuMMLgzJcUJ.jpg,TMDB,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Drama
The Wrath of Becky,"Action, Horror, Thriller",2023,83.0,6.327,312,Suzanne Coote,Lulu Wilson,Seann William Scott,Denise Burse,Jill Larson,"Two years after she escaped a violent attack on her family, 16-year-old Becky attempts to rebuild her life in the care of an older woman -- a kindred spirit named Elena. However, when a violent group known as the Noble Men break into their home, attack them and take their beloved dog, Becky must return to her old ways to protect herself and her loved ones.",0.0,https://image.tmdb.org/t/p/w500/2lEpt7h377JQc3u7Q22oSeVtIJr.jpg,TMDB,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Action
A Family Affair,"Romance, Comedy",2024,114.0,5.895,484,Richard LaGravenese,Nicole Kidman,Zac Efron,Joey King,Kathy Bates,The only thing worse than being the assistant to a high-maintenance movie star who doesn't take you seriously? Finding out he's smitten with your mom.,0.0,https://image.tmdb.org/t/p/w500/l0CaVyqnTsWwNd4hWsrLNEk1Wjd.jpg,TMDB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Romance
Invitation to a Murder,"Mystery, Thriller",2023,93.0,5.536,96,Stephen Shimek,Mischa Barton,Chris Browning,Bianca A. Santos,Giles Matthey,"A reclusive billionaire invites six seemingly random strangers to his island estate in the south of England. Aspiring detective Miranda Green finds the mysterious invitation too alluring to pass up. When another guest turns up dead, Miranda must get to the bottom of the malicious plot behind the gathering.",0.0,https://image.tmdb.org/t/p/w500/ucYuml5QqkcGKmWmJj7JpJdsPc1.jpg,TMDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Mystery
Holly,Drama,2023,102.0,5.8,6,Fien Troch,Cathalina Geeraerts,Felix Heremans,Greet Verstraete,Serdi Faki Alici,"After Holly seems to have predicted a deadly school fire, all eyes are on her. Her teacher invites her to volunteer in the grieving community. Holly gives peace, warmth, and hope. Soon people start demanding more and more of her.",-2700000.0,https://image.tmdb.org/t/p/w500/z3eFXTEahAvuoeXqeun7JonlXDO.jpg,TMDB,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drama
Scorpio Nights 3,Thriller,2022,112.0,6.3,12,Lawrence Fajardo,Christine Bermas,Mark Anthony Fernandez,Gold Aceron,Sheree,"A young couple's sex acts are witnessed by a young man through a hole. When the wife seduces him, they engage in an illicit affair. Chaos ensues when the husband learns about them.",0.0,https://image.tmdb.org/t/p/w500/9uBbhfM8Co57T4Fn5flo0tMn5NC.jpg,TMDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Thriller
The Tutor,"Mystery, Thriller, Action",2023,92.0,6.372,86,Jordan Ross,Garrett Hedlund,Noah Schnapp,Victoria Justice,Jonny Weston,"When a professional tutor takes a job at a remote manor, he soon finds himself battling his disturbed student’s obsessions, which threaten to expose his darkest secrets and unravel his carefully crafted persona.",0.0,https://image.tmdb.org/t/p/w500/wmTOuCeJnTPaAPMK19Y8Ixpi3Gl.jpg,TMDB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Mystery
"The Boy, the Mole, the Fox and the Horse","Animation, Family, Adventure, Fantasy",2022,35.0,8.262,529,Charlie Mackesy,Jude Coward Nicoll,Tom Hollander,Idris Elba,Gabriel Byrne,"The unlikely friendship of a boy, a mole, a fox and a horse traveling together in the boy's search for home.",0.0,https://image.tmdb.org/t/p/w500/aBBJRyS17TIrdXih3uSYvPAR3Ua.jpg,TMDB,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Animation
Black Lotus,"Action, Crime, Mystery, Thriller",2023,93.0,6.6,148,Todor Chapkanov,Rico Verhoeven,Frank Grillo,Peter Franzén,Roland Møller,An ex-special forces operative wages a one man war through the streets of Amsterdam to rescue his friend's daughter from the local crime syndicate.,0.0,https://image.tmdb.org/t/p/w500/y3AeW200hqGLxoPyHMDHpzudylz.jpg,TMDB,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Action
"Justice League x RWBY: Super Heroes & Huntsmen, Part One","Animation, Action, Fantasy",2023,83.0,7.123,102,Kerry Shawcross,Natalie Alyn Lind,Chandler Riggs,Nat Wolff,Lindsay Jones,"Superman, Batman, Wonder Woman, Flash, Cyborg, Green Lantern and Vixen are transported to the strange world of Remnant and find themselves turned into teenagers. Meanwhile, Remnant heroes Ruby, Weiss, Blake and Yang must combine forces with the Justice League to uncover why their planet has been mysteriously altered before a superpowered Grimm destroys everything.",0.0,https://image.tmdb.org/t/p/w500/sjBFnG8DpouuWi161KbjbAER235.jpg,TMDB,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Animation
You Are So Not Invited to My Bat Mitzvah,Comedy,2023,103.0,6.413,402,Sammi Cohen,Idina Menzel,Jackie Sandler,Adam Sandler,Sadie Sandler,Stacy and Lydia are BFFs who've always dreamed about having epic bat mitzvahs. But things start to go comically awry when a popular boy and middle school drama threatens their friendship and their rite of passage.,0.0,https://image.tmdb.org/t/p/w500/ukpifWBW2xEmMtJX4bCpoNpWEr2.jpg,TMDB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
Nightman,"Thriller, Horror",2023,101.0,6.706,17,Mélanie Delloye-Betancourt,Zara Devlin,Eoin Duffy,Mark Huberman,Áine Ní Laoghaire,A young pregnant woman discovers that her perfect boyfriend may be a dangerous sleepwalker when she finds out of strange disappearances and murders taking place in the region.,0.0,https://image.tmdb.org/t/p/w500/wpaos88xaADUCA0KavKW7PhJQ3R.jpg,TMDB,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Thriller
A Million Miles Away,"Drama, History",2023,122.0,7.758,419,Alejandra Márquez Abella,Michael Peña,Rosa Salazar,Julio Cesar Cedillo,Veronica Falcón,"The life of engineer and former NASA astronaut José M. Hernández, the first migrant farmworker to go to space.",0.0,https://image.tmdb.org/t/p/w500/kMI3tgxLAZbzGOVlorUBva0kriS.jpg,TMDB,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Drama
